model,fold,tpr,fpr
IR,5,0.5427769985974754,0.06811862835959222
IR,5,0.5427769985974754,0.0685820203892493
IR,5,0.5448807854137447,0.0685820203892493
IR,5,0.5448807854137447,0.0690454124189064
IR,5,0.5483870967741935,0.0690454124189064
IR,5,0.5483870967741935,0.06997219647822057
IR,5,0.5490883590462833,0.06997219647822057
IR,5,0.5490883590462833,0.07043558850787766
IR,5,0.5497896213183731,0.07043558850787766
IR,5,0.5497896213183731,0.07089898053753475
IR,5,0.5504908835904628,0.07089898053753475
IR,5,0.5504908835904628,0.07136237256719184
IR,5,0.5518934081346424,0.07136237256719184
IR,5,0.5518934081346424,0.07182576459684893
IR,5,0.5525946704067322,0.07182576459684893
IR,5,0.5525946704067322,0.07275254865616311
IR,5,0.5532959326788219,0.07275254865616311
IR,5,0.5532959326788219,0.07367933271547729
IR,5,0.5539971949509116,0.07367933271547729
IR,5,0.5539971949509116,0.07506950880444857
IR,5,0.5553997194950911,0.07506950880444857
IR,5,0.5553997194950911,0.07553290083410566
IR,5,0.5582047685834503,0.07553290083410566
IR,5,0.5582047685834503,0.07599629286376275
IR,5,0.5610098176718092,0.07599629286376275
IR,5,0.5610098176718092,0.07692307692307693
IR,5,0.5645161290322581,0.07692307692307693
IR,5,0.5645161290322581,0.07738646895273402
IR,5,0.5659186535764376,0.07738646895273402
IR,5,0.5659186535764376,0.0778498609823911
IR,5,0.5680224403927069,0.0778498609823911
IR,5,0.5680224403927069,0.07877664504170528
IR,5,0.5701262272089762,0.07877664504170528
IR,5,0.5701262272089762,0.07924003707136237
IR,5,0.5708274894810659,0.07924003707136237
IR,5,0.5708274894810659,0.07970342910101946
IR,5,0.5715287517531557,0.07970342910101946
IR,5,0.5715287517531557,0.08016682113067655
IR,5,0.5722300140252454,0.08016682113067655
IR,5,0.5722300140252454,0.08063021316033364
IR,5,0.573632538569425,0.08063021316033364
IR,5,0.573632538569425,0.08109360518999073
IR,5,0.5750350631136045,0.08109360518999073
IR,5,0.5750350631136045,0.08202038924930491
IR,5,0.576437587657784,0.08202038924930491
IR,5,0.576437587657784,0.082483781278962
IR,5,0.5771388499298737,0.082483781278962
IR,5,0.5771388499298737,0.08341056533827618
IR,5,0.5792426367461431,0.08341056533827618
IR,5,0.5792426367461431,0.08387395736793327
IR,5,0.5813464235624124,0.08387395736793327
IR,5,0.5813464235624124,0.08480074142724744
IR,5,0.5841514726507714,0.08480074142724744
IR,5,0.5841514726507714,0.08526413345690455
IR,5,0.5862552594670407,0.08526413345690455
IR,5,0.5862552594670407,0.08619091751621873
