bin,coverage,motif,group,region
65,0.010359609430816862,G4_3t_long,Spliced,core
66,0.010240533460347702,G4_3t_long,Spliced,core
67,0.010359609430816862,G4_3t_long,Spliced,core
68,0.009526077637532746,G4_3t_long,Spliced,core
69,0.009883305548940223,G4_3t_long,Spliced,core
70,0.009645153608001906,G4_3t_long,Spliced,core
71,0.009407001667063587,G4_3t_long,Spliced,core
72,0.009407001667063587,G4_3t_long,Spliced,core
73,0.009407001667063587,G4_3t_long,Spliced,core
74,0.00869254584424863,G4_3t_long,Spliced,core
75,0.009168849726125267,G4_3t_long,Spliced,core
76,0.00869254584424863,G4_3t_long,Spliced,core
77,0.00893069778518695,G4_3t_long,Spliced,core
78,0.008573469873779471,G4_3t_long,Spliced,core
79,0.008216241962371994,G4_3t_long,Spliced,core
80,0.007978090021433674,G4_3t_long,Spliced,core
81,0.00690640628721124,G4_3t_long,Spliced,core
82,0.006668254346272922,G4_3t_long,Spliced,core
83,0.006787330316742082,G4_3t_long,Spliced,core
84,0.007263634198618718,G4_3t_long,Spliced,core
85,0.006668254346272922,G4_3t_long,Spliced,core
86,0.006668254346272922,G4_3t_long,Spliced,core
87,0.006072874493927126,G4_3t_long,Spliced,core
88,0.006430102405334604,G4_3t_long,Spliced,core
89,0.005953798523457966,G4_3t_long,Spliced,core
90,0.0057156465825196475,G4_3t_long,Spliced,core
91,0.005120266730173851,G4_3t_long,Spliced,core
92,0.0053584186711121695,G4_3t_long,Spliced,core
93,0.0042867349368897354,G4_3t_long,Spliced,core
94,0.004048582995951417,G4_3t_long,Spliced,core
95,0.004167658966420577,G4_3t_long,Spliced,core
96,0.004524886877828055,G4_3t_long,Spliced,core
97,0.00357227911407478,G4_3t_long,Spliced,core
98,0.003334127173136461,G4_3t_long,Spliced,core
99,0.003215051202667302,G4_3t_long,Spliced,core
100,0.00345320314360562,G4_3t_long,Spliced,core
101,0.002976899261728983,G4_3t_long,Spliced,core
102,0.0028578232912598238,G4_3t_long,Spliced,core
103,0.0030959752321981426,G4_3t_long,Spliced,core
104,0.003334127173136461,G4_3t_long,Spliced,core
105,0.0028578232912598238,G4_3t_long,Spliced,core
106,0.0025005953798523457,G4_3t_long,Spliced,core
107,0.0019052155275065491,G4_3t_long,Spliced,core
108,0.0020242914979757085,G4_3t_long,Spliced,core
109,0.0028578232912598238,G4_3t_long,Spliced,core
110,0.0028578232912598238,G4_3t_long,Spliced,core
111,0.0027387473207906646,G4_3t_long,Spliced,core
112,0.0028578232912598238,G4_3t_long,Spliced,core
113,0.0025005953798523457,G4_3t_long,Spliced,core
114,0.0013098356751607525,G4_3t_long,Spliced,core
115,0.0011907597046915933,G4_3t_long,Spliced,core
116,0.0009526077637532746,G4_3t_long,Spliced,core
117,0.0009526077637532746,G4_3t_long,Spliced,core
118,0.0014289116456299119,G4_3t_long,Spliced,core
119,0.0007144558228149559,G4_3t_long,Spliced,core
