class_ir,delta
Retained,0.4044260910507796
Retained,0.36725449611052985
Retained,0.40022625809814727
Retained,0.42300350831090794
Retained,0.37153072796441533
Retained,0.34696817001930974
Retained,0.400014385710784
Retained,0.43801347180864425
Retained,0.41470548300444865
Retained,0.4267372622455749
Retained,0.39101465063125274
Retained,0.37226178252799114
Retained,0.3836442642840362
Retained,0.42018503191006024
Retained,0.38462680547700334
Retained,0.40746339778529356
Retained,0.3548296386206944
Retained,0.396462073301323
Retained,0.3951297987523332
Retained,0.36192865568920535
Retained,0.3879470178366897
Retained,0.3629777859329055
Retained,0.3701743225248983
Retained,0.37005776917450633
Retained,0.357157109745326
Retained,0.37244035043736123
Retained,0.39539657907268305
Retained,0.3885260011778737
Retained,0.3978365214775178
Retained,0.39111251981494705
Retained,0.3976028411308912
Retained,0.3813790665722983
Retained,0.3585175568494263
Retained,0.3942113677461303
Retained,0.37562837328790605
Retained,0.3672078592281765
Retained,0.4237804383528814
Retained,0.4157088320665794
Retained,0.3945433881578837
Retained,0.4020073868562284
Retained,0.4045361623628502
Retained,0.4136295132988585
Retained,0.40642245123073606
Retained,0.38340937506236306
Retained,0.38454811283137474
Retained,0.38755738916671684
Retained,0.40967867400331326
Retained,0.3961301061863316
Retained,0.3370929658593932
Retained,0.383813224690325
Retained,0.3946610826379049
Retained,0.39162516340682796
Retained,0.42464911313879916
Retained,0.3943771289286888
Retained,0.3610031915179809
Retained,0.3980061109757554
Retained,0.38376154603688634
Retained,0.3839489609502525
Retained,0.39867320852649013
Retained,0.3822153840787458
Retained,0.38642601507894964
Retained,0.39763729481687116
Retained,0.38845409845585427
Retained,0.380775998666659
Retained,0.3819174182855562
Retained,0.3744428444490672
Retained,0.3798324174581944
Retained,0.422455055771381
Retained,0.3810556518332607
Retained,0.3531606042894965
Retained,0.40398973883500566
Retained,0.3938241685679736
Retained,0.3700556300069368
Retained,0.38525095051317526
Retained,0.38009745230019093
Retained,0.3807197165641891
Retained,0.3824306177554424
Retained,0.40892913907917994
Retained,0.4177483310622242
Retained,0.3839934073598542
